Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
170645,B000ER3FD8,A26GNONIG49J4G,Maanasi Rajaram,1,3,1,1339372800,BEWARE!!,I have bought hundreds of items on amazon over the years but written very few reviews. I felt compelled to warn others with this cereal. I disregarded the other bad reviews thinking maybe they just had idiosyncratic reactions. My baby vomitted twice with this cereal two weeks apart. There needs to be an investigation with all these bad reviews.
23321,B001E96JY2,AHQRU3MRORIWQ,"""EMTP EJ """"EJ""""""",2,4,3,1227052800,Its OK,Taste and texture are OK. Prep is a little complicated. Lots of packaging that is apparently not recyclable... These are good for variety or to keep around 'just in case'.
142299,B000LKXJW0,A19HJW4VFHB02C,"""A. Clinton """"lucywench""""""",0,0,5,1297728000,Beats rice cakes any day!,"""This product came recommended in the """"Let's Do Lunch"""" book as a more tasty alternative to rice cakes.  I would have to agree.  Makes a wonderful substitute for tortilla chips. I can now enjoy my chips and salsa and not feel guilty!"""
174793,B000FDDEY6,AAZU78ZTU0CVO,R. faridnia,0,0,5,1173312000,spaghetti,I like this brand.  It doesn't taste like some healthy pasta.  More like regular pasta in taste w/ all the health benefits.
54641,B0031H4DBQ,AYZQ0AEQEXO4K,shirley oppenheimer,0,0,5,1293321600,most delicious coffee and candy combination,Biting into a Pocket Caffe is a surprise and a pleasure.  The interior expresso blends with dark chocolate in your mouth.  I try to hold onto to that delightful treat as long as possible.
112738,B00075X9T2,A1AN8W1AIR0FP2,Ray B.,15,15,5,1235952000,Best Value,Bottom line this is a premium oil with wonderful health benefits at a FANTASTIC price!! Great as salsd oil as well as for cooking and has a very light taste unlike a lot of others that have a heavier nut flavor. Enjoy!!
90046,B003ZTCINA,A2C44MDLNCQ1NH,Emma H,2,3,1,1313712000,Taste good but amount of packaging is ridiculous for a 'nature' conscious company!,I have to say these taste really good but if you have any kind of environmental conscience then you can't help but feel guilty about the unnecessary individual packaging! Each thin is in it's own plastic wrapper and has a thin piece of paper attached. I just feel it's a bit rich when the companies website says 'Enjoy Nature' and they so obviously play on the nature conscious theme. They are tasty but there are other nice things out there so for this reason I won't buy them again.
119154,B000TVQVNA,A3A859RQY9AY18,J. Henriksen,1,1,5,1275091200,Great for Green Tea Lattes,I got this to make green tea lattes and mix into other things like ice cream. It is pretty good tea for that purpose. I haven't tried it in making anything else. I add the tea and honey to near boiling water and mix it together. Then add ice and pour regular soy milk over the top of it and give it a final stir.<br /><br />The tea comes in a nice tin container that seems fairly air tight. It is in a sealed airtight bag inside the container.
9842,B004JBB22G,A38A4GZNCV5A0Q,JAM,3,3,4,1300147200,My dogs love it!,Easy to follow directions. The grass grew fast and strong. My dogs are eating it right now and I know it safe and healthy!
110800,B0060KOF78,A2WBXOR9OCUZF,Ted,0,0,5,1338940800,Crazy Cups Decaf Sampler for K-cups,This item from Amazon.com is a good buy for anyone who wants to try out many different flavors of decaf or for one who likes having a varity of flavors to choose from.  The sample arrives in a nicely layout single-layer container so all the flavors can be easily seen.  We used it to decide which flavors we liked so we could order that flavor in a larger container.
129079,B0000D9MSP,A1DEBB7A9T1XS,"""Luca Varallo """"lvarallo""""""",4,4,5,1125619200,tasting this is like been back home,"""If you are Italian you just got to have it. If you are not italian and you tasted only """"ham"""" (in italian prosciutto) this is a must in your food education :-)<br /><br />This Item is not cheap but is worth the price and is as Authentitic as it can get<br /><br />Shipping was fast and less expensive then other store. I will definetely will buy this item.<br /><br />Suggestion: Make sure to have a good carving knife or a slicer since you need to make sure that the slices are really thin"""
94987,B008ADQOXQ,A2DKVL26ZX0WGS,Sil,0,0,4,1349740800,Bold Berries!,Another hit for me from Red Leaf!  Red Leaf is a great vendor that supplies a premium product at reasonable prices.  This is a delicious matcha that goes incredibly well in my morning smoothies!  This is a great sweet matcha that is enjoyable both cold and hot!  If you're looking for a matcha that will add some fruity kick to your day - this is it :)
66685,B000ZT12NK,A1292V0WEULXO1,Brian J. Walker,7,7,5,1304899200,Amazon is a bit expensive,Love the stuff. But Amazon is a bit expensive even when you subscribe. It's $1.66 for 3 in my local super market. That comes out to $.55 per carton. Amazon sells it for $17.35 for 21 when you Subscribe. That's $.83 a carton.
29905,B000WHPNI0,A3GOESILP1UFE4,Somze,0,0,5,1295481600,Good value and taste,I live on an island and the local stores here do not carry this type of extra virgin olive oil. I love buying oil in bulk. You can always have it handy for cooking.
173918,B005HUVI40,A3PT0GL3541AOD,melinroch,1,1,5,1330128000,better than real coffee shops!,I have bought the donut shop blend many times and it is great!  Smooth light flavor.  Got a great deal on a 24pk for 14 bucks!  When i am out on the road and stop and your typical chain coffee places it doesn't taste as good after owning the kureig machine.  I love my kureig coffee maker! Best christmas gift that I have got in awhile!
37700,B002R81L92,A13LZ216AJ2LXU,"""Rita M. Souther """"Maine-iac""""""",0,0,5,1244419200,Dark chocolate covered pomegranates,Brookside Dark Chocolate Covered Pomegranates 2lb Bag<br />Two of my favorite flavors rolled together in an easy to munch on form. Delectable! Delicious! Delovely!
5661,B000EDMENE,A3MFH4U9EBSNIG,jerseygirl,0,0,5,1327104000,Freezed dried Peas,I order these peas and they came fast. the product<br />has a good flavor and I am very happy with the peas.<br />I will order with them again
101047,B0014B0HWK,A3T2SVLHTJOI2X,"""Erica A. Potter """"ep""""""",0,0,4,1333584000,Does the job,I ordered this for my boyfriend because he has trouble sleeping sometimes. He loves it! It makes him a little bit loopy before he goes to sleep but he likes the feeling. The only thing I don't like is that on the shelf it smells like vomit. It grosses me out. It doesn't smell like that when it's brewed.
80752,B001ELL7O2,A1EHNDJB2PNDR1,Pediatric OT,3,3,5,1325376000,Delicious!,Another great product from Eden Foods.  This is made in Japan and only has 3 ingredients without any artificial yellow food coloring.  I didn't find it overly salty (I just rinsed with water before slicing).  They are perfect in Japanese or Korean style nori rolls.
110097,B007PA30ZU,ABU6UNWUJ2JK3,chase,0,0,5,1348444800,Great Coffee!,This is a great blend and I loved the concept of having it shipped rather than going out to purchase!
22744,B0029JZNDO,A1N4UAL7E0747T,Beauty Ethics Inc.,0,0,5,1262476800,This is not your usual noodle soup,I find this noodle bowl to be the most savory and easiest way to get a quick lunch.  It only needs 3 minutes to make in the microwave and when you have only a half hour for lunch time matters.<br /><br />Try it I promise you will buy it by the case like i do.
166733,B001LQPW3C,A29R4UMC02JLZ9,"""Neel Gandhi """"Be True!""""""",6,6,5,1266451200,Great taste at an excellent value,I went looking for this pasta after I recently tried a dish at a restaurant recently that featured this form of pasta.  The local regular supermarkets did not carry this kind of pasta and it seemed a bit overpriced at the local exotic markets.  I turned to Amazon to find a great deal.  Since there were no reviews on this pasta I took a leap of faith.  Having had the pasta a few times now I am excited to say that this is an excellent product and is worth purchasing at Amazon.  I am now inclined to try the other pasta's from the same brand.  I have tried it with both salt added and no salt added to the water and they turn out great both ways.  It depends on how you plan to cook the sauce I guess but the pasta itself is versatile and very easy to cook.  Just follow the instructions. I used a large 12qt pasta pot to make it and it worked out great.
65121,B002V0FZMU,A36MP37DITBU6F,"""Enchanted  In  Dixie """"Enchanted""""""",0,0,5,1323129600,Just what you need for that perfect fruit cake for the Christmas Holidays.,Love these red cherries. makes great fruit cake or as granish on cookies or inside your own cherrry cordials. The taste of paradise red cherries is excellent. My son likes to put them in sprite or 7 up.
78693,B00472I5A4,A2933AO5D7O1T6,C. Blackwell,1,1,5,1327622400,Best salt & vinegar chips out there!,Salt & vinegar chips are my favorite flavor so I think I've tried every brand out there.  These are by far the best.  I also like them because the sodium content is not very high like some of the others and they are not excessively greasy.  They seem to have the right balance of the salt and vinegar taste.
8678,B003VXFK44,ABQN42N7ICNZQ,T.O. Perspective,0,4,4,1284076800,Not Extra Bold,Definitely not extra bold...medium roast at best.  Not particularly memorable...doesn't have a good coffee aroma...but it's pretty decent tasting.  At this point I'm not sure if I would reorder.
28522,B000OF71Y4,A3GB38MC6ZSGPD,NStory,1,1,5,1193875200,Excellent convenience,Very satisfied.  It was delivered earlier than expected.  I bought this so my elderly mother wouldn't have to mess with loose coffee grounds.  She loves the convenience and the taste.  I will be ordering more.
117683,B002N723Q2,A1WYX4EKOZHXEF,"""Donald A. Hays """"Techlabjunky""""""",0,0,3,1317168000,I'd stick with the bags...,I bought this tea because I loved Numi's Chocolate Puerh tea in teabag form. Having tried it loose I think I'd recommend getting it in bags unless you are considering making this one of your staple teas.<br /><br />The tea settles in shipping so it's hard to get a proper mix of ingredients when you are brewing a cup. I really enjoy this tea... when I can get the right ratio of leaves and spices.
81477,B001EQ4RBM,A26BB7L96YJXQ1,Vicky Strauss,0,0,5,1310342400,Salt and Vinegar Almonds- Amazon,The product arrived on time and fresh and this was the only place that I have found this tasty snack.  I would buy them again.
77320,B000VK339Y,A1ZLQ8BPFIX7SB,"""ZL """"Jedulka""""""",0,2,5,1245628800,dog will eat anything,the best thing about a dog is that they will just eat anything that they see ... dog does not complain ...
59853,B001EQ5KTK,A1I6KPH04CF7VR,D. L.,0,0,5,1326758400,Yummy,This tea is wonderful.  Even my children love it.  You can't beat organic and good tasting. I highly recommend this product.
64159,B001E6EJX8,AA8SEVISJIYDH,"""Linda Donahue """"Linda Wheeler Donahue""""""",0,0,5,1214092800,Satisfying and Delicious,Kellogg's Special K Protein Meal Bars are amazing.  I love the chocolatey taste of the Double Chocolate flavor.  But perhaps the strongest recommendation for this product is how satisfied I am for many hours after eating one.  And it feels good to know I have had a  dose of protein even thought I did not go to the trouble of cooking a meal.
147780,B001D0IZBM,A3FXUXP0RYOTLK,Valerie Fields,1,1,5,1282867200,Emril Big Easy Coffee K Cup,We are trying different K cups and so far this is the best of them all! Bam!
125333,B001E5E060,A15FK01AURVICT,"""A. Kamat """"Prime Shopper""""""",0,0,5,1208822400,Love it!!!!,I love this cereal. It is healthy and really tasty which is such a rare combination to find! My 2 year old loves this cereal too. She keeps saying - give me 2 hearts or give me 2 circles :-)
79935,B001FA1S2I,A1N7M76KD9Y4OS,Ligia Jamieson,0,0,5,1324080000,excellent granola,I have this cereal mixed with Kellog's K and it just adds another level for my morning healthy breakfast. It does not get soggy with the milk which is important to me.
46499,B002GJ9JWS,A1215UUO1UMVCR,Dedikit,0,0,5,1326153600,Delicious,"""Needed something to add to my protein shakes (vanilla) besides strawberries.  I have heard about this product but was hesitant on if it actually """"tastes"""" like peanut butter.......UNBELIEVABLE taste!! Tastes EXACTLY like peanut butter!  Buy it.  You won't regret it."""
152450,B003J9ZS06,A3N22TA8MHQUOB,Tammy,1,1,5,1345420800,Great!,I had never tasted pine nuts but this is the stuff. They have a buttery taste and are supposed to control appetite. What could be better. Will be ordering more.
77413,B001EQ4RVC,A1FL27EFEIWOS1,"""Lynne Montgomery """"sewdreams""""""",6,6,5,1247961600,great product/great deal,get original Mauna Loa macadamia nuts from Hawaii at the best deal I could find on the web.  They're a better buy than directly from Mauna Loa!
153924,B005VOOM2W,A2LUM8T4MTYTYL,Anthony Fuller,0,2,1,1326844800,Not ESE pods!,It is not obvious from the product description but these are NOT single serve ESE-type espresso pods.  They do not fit in our Krups espresso machine at all.
96465,B000UZSVVK,A2D4VH1ZZ80LXQ,"""M. W. """"M. W.""""""",1,2,5,1200700800,Authentic Ground Cayenne Pepper,This is the real hot stuff. And it made my eyes water when I sniffed a bit of the spice while I was adding it to homemade chili.
146605,B001M074ME,A23YPJR8R49DXA,"""Dexter """"Dexter""""""",1,1,5,1329004800,Love at first sip,"""These Melitta coffee pods are great tasting!  I have been using these for a couple of years now and I love them. The """"Love at First Sip"""" flavor is mild and smooth tasting.  This is the best price on the internet.  They arrive quickly and are always fresh and undamaged.  Very simple to use with the Melitta coffee system.  Buy some today!"""
153349,B000E46LYQ,A3AI9KVPJBOSDH,joyce,2,2,3,1185408000,jerky average,no better than oberto's in our family's opinion. we've had better in Colorado. The taste was typical teriyaki jerky and the pieces on the whole were tough.
73657,B001E5DZLG,A54D9YSTLFQQE,Dan Stahlke,0,0,5,1320278400,Best granola I've had,I used to buy this stuff from Fred Meyer but then I moved to the east where this is unavailable.  I tried just about every granola that can be bought locally before discovering that I can buy this on Amazon.  I wouldn't be ordering my breakfast through the mail unless it was that good!
169636,B001397WV2,A2KEES9I8NTSTP,MJ,2,3,1,1337990400,No Savings,I ordered the cat food online because of the savings and convenience but will not order again because there were 3 damaged cans. It ended up being more expensive than buying in the store.
118552,B001FYX0NE,A27SNFI60AS92M,"""Mary C. Collins """"Fiction lover""""""",1,1,4,1285372800,Awesome bones,My dogs beg for these treats every night after dinner.  I always make sure I have plenty of supply at hand.
105869,B001GKV8DQ,A3LLH0HOTPRZU6,Jackie Dial (jdial@medicalink.com),6,6,5,1311206400,Real Cinnamon,Since cassia can legally be called cinnamon it can be difficult to find real cinnamon.  That is why I appreciate this company's honesty.  The product is what it is supposed to be.  And the taste is excellent.
58142,B0019415ZU,AXBMNO02ATI6I,"""Marilyn """"newreader""""""",2,8,1,1274140800,Terrible Product-from China,Terrible product. the bananas were brown and had an 'off' taste. when I looked at the ingredients it said product from china. well that answered it. threw them out. won't eat stuff from China. what a waste.
1175,B004MTMYNQ,A35SLV5XTFUZ4C,Jinx11111,0,0,5,1323302400,Too addicting,I have been eating these since about 5 years old and are my favorite chips in the world! just dont eat too many of them!
170767,B00765PU2K,A1YY1BR4BK0VHZ,Bonnie L. Mccarty,0,0,5,1350777600,Oh yes.....,Making my own vanilla and these are great. The aroma of the vanills beans in the vodka is awesome. Can't wait to use it now.
41401,B0096EZHM2,ACNF5NXE7H8BJ,AJBJ,0,0,5,1282435200,My FF cat has ALWAYS preferred this,"""My Fancy Feast cat has always loved the classic best!  He can be anywhere and all I have to do is yell """"FANCY FEAST"""" ...he is at his bowl in a flash.  Perhaps he knows his pic is on the can :)  Anyway I tell him it is...the resemblance is close.  I've tried the grill and the shredded stuff.  It is apparently not as yummy because my """"Feather"""" (white fur-ball of a cat) picks at those versions.  Feather is going on 14 yrs of age so it must be healthy."""
107916,B001CPN9PU,ABCPXWIXY5KLM,3DogsRMyKids,2,2,2,1338768000,"""Does """"Made in USA"""" = Ingredient USA Chicken or from China?""","""I would like to hear from Smokehouse as to """"country of origin"""" for the chicken they use in this product - since all the other products they sell (like regular chicken strips) are from China.  Is this basically the same Chinese-processed chicken imported and then combined with some vitamin E inside a US factory? Made in USA doesn't equate with product country of origin.<br /><br />I wouldn't be suspicious except that they are a huge importer of chicken from China.  Why would this product be any different?"""
76852,B0045DLOLC,A7VOU5ARHQ20F,Tim Milton,0,0,1,1324857600,I have had better at 7 Eleven,I ordered this because I wanted a taste of home.  I live overseas and I am a big pepperoni and jerky fan. I was disappointed in what i got.  The quality is at best average and because of this it is greatly overpriced.  It would have been overpriced at half the price. Next time i will have someone go to 7 eleven and buy some for me.  It will be cheaper and better quality.
99050,B003VIWN1W,A2HGH80EGNOO1I,Think About It,0,0,5,1299974400,Dogs can't wait!,My two dogs love this; they bark while I'm getting it ready and then woof it down! It looks good and smells good too.
95087,B005E0TIVI,A1K0PGUBTZCG0T,"""Irene L. Trapp """"singingcyclops""""""",0,0,5,1335052800,Skinny Cow Chocolate,They arrived in good shape.  Tasted fresh and very yummy.  Love the small packs so I'm not tempted to have more.
45456,B000LKVHOW,A3HRF2F1UAH7L4,"""Patricia A. Merewether """"patsarts""""""",22,22,5,1221091200,Namaste Gluten Free and Yummy!,My husband and I went wheat free a few months ago and at first I bought a very expensive loaf of Rice bread which was so dry and nasty I gave it to the dogs.  I bought a bread machine and purchase Namaste Gluten free bread mix with fear and loathing.  We were so relieved and happy when we tried the finished product.  It is moist and quite tasty!<br /><br />One thing you should know - each loaf requires 1 whole egg and 3 egg whites!  We ended up with a lot of left-over yolks! (the dogs were happy).  I purchased some White's Only and all is well.<br /><br />The Mix works wonderfully in a bread machine.
68394,B003EM7J9Q,A1JKN9HTWS3ALI,"""Amanda R. Jones """"amanda jones""""""",1,1,5,1229385600,great choice for husbands!,my husband loves these! right now we are currently stationed overseas and it just brings back a little of home to him. amazon has been the only place that i can find that sell these.
8909,B000S9K0IA,A3SLCKFO3R46XJ,"""Robert Robert """"roberto""""""",1,1,5,1286150400,my cats love this product,It is not cheap... probably a little overpriced... but very high quality ingredients. NO meat by products
22362,B000CSCP0I,A4JHZTA94K6KY,"""Vincent Perez """"Vinci""""""",1,1,5,1216857600,Special K Cereal in Serving bowls,I live in Florida and it is now hurricaine season. This product and packaging is perfect when we have no electrical power or when we have to evacuate.
58746,B005P0NA7U,A3TJFNKL4FA8HH,LaDonna Baxter,0,0,3,1330560000,not that deep,I bought this at the health food store and the only reason I didn't like it was because of the smell. It smelled like flowers and I couldn't get past it enough to keep it once I smelled it. I am more of a fruity girl and the flowers were just too much.
19365,B003ZNRDPE,A1ES5M12UW9AHO,Lou,0,0,5,1333843200,Big Hit,Love this product and so do dogs! It is a big hit with all breeds and owners alike. Try it out!
46949,B0018S09T0,A284VLV4QOXOA3,"""L. Kalman """"Dog Lover""""""",0,0,5,1276300800,Diabetics Can have Lasagna!,I bought the dreamfields lasagna noodles because I have several Diabetics in my family and this pasta has a slow digestive quality that allows diabetics to have it and not have raised blood sugar. I love these lasagna noodles. I make a low fat lasagna with them and everyone loves it. YUM! Way to go dreamfields!
17538,B0045Z6K50,A30579Q7B2GVEY,Kat,0,0,5,1335484800,Best I tried so far...,I normally drink the donut shop k cup. I've tried pretty much every k cup that can be found in stores. My mom pretty much forced me to check this out and Im glad she did! The taste is strong but not bitter. This has become my go to k cup when I need a coffee pick me up in the morning.
128187,B00014IVPQ,A1AH85DX4XDE4D,"""Anonymous """"Anonymous""""""",4,5,4,1275091200,Smells good,And tastes yummy when you fry plantains with it. I had a bad sunburn last year on my shoulders. They were red and peeling and I put this on my skin and what a relief. The burning stopped and minimized the peeling. IDK about all the other health properties/uses people rave about though. Oh and it solidifies rather easily.
180819,B007Y59HVM,A170WQ3E7GD3QX,Tina L. Gorman,1,1,5,1335830400,Excellent coffee!,Great coffee for someone who likes a stronger flavor. Small package that really packs a punch - I've had more expensive coffees and really prefer this one!
109467,B004OVWQDA,A2UR00KEKSI2AN,RKP,2,3,2,1338249600,Great product but not in the can.,I love this coconut water. Other waters are too bitter. This one is perfectly sweet. I usually get the glass bottles but the cans were on sale at my local store. I was sad to find that the canned coconut waters were not as good. There is definitely a funky taste to them that is almost unpleasant. I can see where other low reviewers are coming from. I'll stick to the glass bottled coconut waters from now on.
77361,B002L3RVBA,A192SSA7BEG9IA,"""Samantha A. Powell """"Samantha P.""""""",0,0,5,1298419200,Fantastic little things!,I use them for decorating cookies. They are wonderful. I can't say enough about the ease of use and perfect results. The fine tip makes decorating very small pieces easier than using icing.
47102,B000E1BLMG,A3G04E5VR7BTR8,"""Minneapolis Info """"Info""""""",2,2,5,1191283200,MNCook,Excellent as always.  What more can one say about Jello?  (ps: try making it with choclate milk for a double choclate taste.)
105091,B0036VLZDQ,A2MF0C4E7GYCI,"""VW """"VW""""""",2,2,5,1302912000,My baby loves this.,My son has never denied a spoonful of this oatmeal.  He absolutely enjoys it and I love that it's organic and mixes to a great consistency.
125038,B00474QXQA,A3BZRWY8PKPJKQ,JAHWPA,2,4,1,1312588800,WAY too expensive for the quality,WAY too expensive for the quality - NO RETURNS -- Not a good purchase -- I am a big amazon fan and use it regularly - typically the reviews do not lead me astray - this one did :(
27720,B000JFBYW4,A31N6KB160O508,Fran W.,0,0,5,1302220800,Terrific tasting,These are utterly delicious and enticing to eat. Soft and securely wrapped pieces so they do not get hard. Love them.
78243,B006ACQYB6,A2VF3XTT7245RE,H. Mills,1,1,5,1321574400,top notch,this is a fine example of mineral-rich himalayan salt. The packaging also keeps it fresh. It comes in a zip-seal pouch.
99398,B000I6MBVM,A1GDEQIGFPRBNO,Barbara Edwards,1,1,4,1226880000,Chocolate Thunder,Good chocolate flavor with a slightly bitter taste; not as rich as decadent chocolate or chocolate mudslide.
95954,B005OTXEVE,AAUICTIUBVU7R,"""Roy Berger """"Everyman""""""",0,0,5,1347494400,I LOVE IT,I bought this when I bought a bowl to pop the white hull-less popcorn all of which I got thru Amazon.<br />Then I bought a metal shaker with very fine small holes to season my popcorn.<br />It all works great thanks to Amazon's web site.
108072,B007TJGY46,A2DOKWVUYGJ5O6,Dank,0,0,2,1330992000,Its okay,Tried this coffee for the first time when I got it from a friend. Nope. Not going there again. I found it too bitter and it tastes like its namesake.
126737,B003IHO8LE,A35M1AOJ5I6M5W,kayjo21,4,6,5,1309478400,Amazing!,This stuff is amazing. It actually works. I suffer from depression and two of these a day keeps my doctor happy. He actually recommended it. I think everyone should try it!
62781,B000I1OLT2,A2YDG8QP57UDE3,"""Gift Card Recipient """"Gina""""""",2,2,5,1213574400,Delicious,My local grocery store stopped carrying this brand - but it turns out a better deal through Amazon anyway.  This is my AM beverage of choice!
171349,B000WFORH0,AMW636ZQYB7MC,WiiFan,0,0,2,1294617600,Not for my kittens,My 6 month old kittens won't touch Wellness Kitten canned food.  I'm sure it's good for them but I can't get them to eat it.  I've tried on 2 separate occasions without any success.  One of my kittens is very finicky but the other one eats almost anything so I've given up on this brand.
147968,B000F4H5QI,A33S8RWU1E9UWF,1rocketgirl,0,0,5,1288742400,Awesome service,Rec'd tea in a timely manner and all was exactly as listed.  Great product.
147813,B006P0QXMI,ABE96BPGTPAN0,TT2u,0,0,4,1350950400,It works...,Love peanut butter but not all the fat...this is a great option for me while staying on track. Very good flavor and easy enough to mix up.
70742,B001EQ5ACC,A28BVSHMHGCZM5,Linda,0,0,5,1294444800,salad creme,British hubby was thrilled that he now has salad creme for his sandwiches. No store within 50 miles carries it.<br />It was well packed and arrived quickly and was a good price
125258,B000E199UC,A28LAYPIIBSOE8,"""Kristin Henard """"happy-henards""""""",1,1,5,1170806400,Great Product - Great Price,It very hard these days to do the right thing for my family and the envorment when you are on a budget. So items like this that teast good and have a great price are a really wonderfull find. I will buy again and again.
136455,B006Q820X0,#oc-R152UR09M996EM,Ray,7,14,2,1334188800,K-Cups of poor construction,Coffee is good but most either will not pass the water through or deposit most of the coffee grounds into the cup.  Will not buy again.
160164,B003TEEIR0,A131S7JQCEPFOM,"""Kormina """"Kormina""""""",4,4,5,1289260800,Great Product,Highly recommend this product. Have tried tons of GF pastas and the ones from Orgran are clearly the best. They hold their shape and taste so good that my husband can't tell they're GF.
121876,B001LEXDWQ,AXWIVXKAHSU0L,Carolyn Lathrop,0,0,3,1289433600,Looks great but has problems,I like the looks but when you turn the key for the jelly beans one or more beans fall on the floor and the mechanism cuts the beans in pieces.  Not the best option for my offices but the looks and style are great.  Just wish it worked a little better.
55951,B000V7MCBC,A3UF4K552BJ1VC,Happy Rafters,2,3,3,1341964800,Great tea high price on Amazon,If I had not found this tea for $3.50 a box instead of the $8.60 I paid on Amazon I would have given it 5 stars. As far as the tea it is a 5 star tea great taste we love it! I bought 2 boxes at the $3.50 price at Big Lots so that should do us for awhile.
124693,B007JTC4Q8,AB6NZWLRXBMPT,M. Hall,1,1,4,1347667200,Yummy coffee,"""""""I like this decaf senseo coffee. I buy this one in my store. But they do not have it all the time"""""""
104291,B0016512YG,A17VTZG4KY8N2E,A. Hoffman,2,6,3,1248998400,Dry. Easy to tell that it's fat-free...,These 5 star reviews are likely written by somebody paid by Nabisco. These things are definitely NOT sheer indulgence. Crazy. Dry as sand... outer chocolate covering is just weird... strange flavor... just don't expect much.
156439,B000NVDZ0I,A1TTGEM50SIS2R,Abby,0,0,5,1347148800,Green Peppercorns 16oz,Great product - super secure packaging.  Would purchase from this seller again.  Peppercorns price was less than other sites I visited.  I am very satisfied. Thank You very much!  Abby
101588,B001BM368E,A1PZZ1LKFP1H50,Maha,0,0,5,1320883200,received in good shape with enough time for expiry,received in good shape with enough time for expiry. It will be good if they have different selection of veggies and fruits.
99988,B000LQORDE,A19SFNK8QI1JZI,Jerri,4,8,1,1292025600,Tastes very very awful,Apparently they used too much synthetic flavors that it just burns your tongue. Also there's too much oil ... almost made me choke ...
117192,B002AU4V94,A139CEGXQ3UZ74,C. Shwartz,0,0,5,1299110400,really good,i bought these after having them at starbucks and i loved them. im always looking for a weight watcher friendly snack and these fit the bill. they are four weight watcher plus points and are delicious.
51193,B0018CG3IW,A1OEMYH7YQ79W7,Luckydog,0,0,5,1344556800,Mother Hubbard - best natural dog biscuit!,I have given all of my dogs Mother Hubbard dog biscuits over the past 20 years.  It is natural and healthy and my dogs love them.
3486,B005K4Q1VI,A15IX824PPP1JW,J. GOFF,1,1,5,1331596800,yummy hot choc--olate,I love the flavor and the speed of this cocoa I drink one at night and each is the same good stuff.
12862,B001EQ5LT4,A1XVKAMXSOW8ZV,"""C. E. Hunsicker """"Hatshepsut""""""",1,1,5,1314662400,Best Peanuts,I've never had a better peanut.  Have ordered them twice and sent them as a gift.  Looking forward to trying their cashews.
23212,B004ZIER34,A28ZDVY6NV75P,"""AZ Desert Rat """"movie buff""""""",0,0,3,1341014400,Ok but not as good as regular cold brewed,Taste is OK.  But I still prefer my cold brewed coffee's flavor.  Plus the cold brewed coffee has a lot less acid.  Costs a lot more than regular too.
179046,B001BCOYMG,A21BGH6UK6R61F,"""Cindi Smith """"loves2read""""""",0,0,5,1269129600,Dogs love these!!,Our dogs really loved these treats and I could feel good about feeding them. There are no chemicals you can't pronounce and they are a perfect size for a little reward during training.
123959,B004NC82MO,A16AWRVFWON4U0,"""J. Colarco """"baby gear pro""""""",0,0,5,1334188800,Great way to sneak fruit and veggies,I purchase these through subscribe and save. My kids love them. They are a great way to incorporate fruit and veggies into their diet. They are also portable and great to throw in lunch boxes or picnic coolers. I love having them delivered to my door and not having to worry about running out.
25825,B003LTPY08,AH5NDKZ3YK0AE,J. Brandt,3,5,4,1291680000,I'm HOOKED!!!!!!!!!!!!!!!,I bought my Keurig coffee machine a couple of months ago and sense then I think I have drunk more coffee in these last two months than I have my entire life and I am 64.<br />I have been trying to sample all the K-cups. This is just one group that I have tried.<br />It is soooooooooo nice to get out of bed in the morning and get a fresh cup of coffee no worrying about what I'm going to do with all that coffee  left in the pot going stale.<br />I LOVE MY KEURIG!!!!!!!!!!!!!!!!!!!!<br />PS<br />I got a collection of coffee makers some hardly used. ANYBODY WANT THEM!!!!!!!!?????????<br />Jim Brandt
102673,B000F2NEF6,A36SNWGAEFUO2H,Jason V,0,0,5,1181174400,Yumm,Love them. They do have a ton of Calories if you eat the whole bag (its hard when you sit at a desk all day) but they are very good!!
13258,B004OLKF60,A2TIGI9VK33WPQ,hazeleyesjudi,0,0,5,1340064000,Better than my other favorite..Starbucks,This is my favorite of all of the bold coffees. No bitterness at all. Just very smooth and delicious. I was very surprised to see that it is a product of Green Mountain.
19366,B003ZNRDPE,A14CEAW83UN2B3,Stitch,0,0,4,1323993600,My Pup Loves it!!,My pup loves it!! The minute I open my amazon package he smelled the bones! He instantly sat and waited patiently for me to open the pack of Smartbones.<br /><br />I am so glad I finally found a better alternative to rawhide. I feel more ease at heart leaving the house with this treat in his paws.<br /><br />The only reason I am giving it four stars it's because my pup was able to finish quite quickly. Otherwise I am very happy with this product and it actually smells yummy. The smell reminds me of sweet milk.
147410,B002R89LHQ,A3KVZEEWB2TDKN,Kathleen Engel,1,2,2,1269820800,not what I expected,We are regular subscribers for two varieties of Think Think Bars<br />On these the texture of the inside was creamy - not firm and chewwy<br />and WHERE IS THE TOFFEE??? Seems to be missing entirely.<br />will not buy again
127719,B001BOVE54,A345WJTOG0422Y,Spiney C. Urchin,2,2,5,1307404800,Please add this Product to your Auto ship program!,Love the product... My cats are so healthy with shiney and bright coats!<br /><br />Please add this to your auto ship program..<br /><br />Much appreciated!<br /><br />Toni Cross
21655,B002BCD2GO,A1PKJZCOQ5IH4J,Blueberryman,0,0,5,1349395200,Blueberry Jam,This product along with my blueberries makes the best blueberry jam. It is like eating a handful of fresh blueberries not overpoweringly sweet but just right
